station_avg_cycle_time,station_temperature_mean,station_vibration_mean,station_utilization,station_current_cycle_time,vehicle_avg_cycle_time,vehicle_cycle_time_deviation,vehicle_quality_event_count,defect
153.41,81.41,2.76,0.864,172.42,155.19,-40.0,3,1
73.92,51.65,1.15,0.61,73.72,61.39,7.6,2,0
95.3,45.0,1.08,0.455,81.61,86.12,11.12,0,0
120.56,60.66,2.37,0.688,121.37,136.29,2.62,2,0
59.46,54.13,3.98,0.356,46.57,64.04,-25.64,1,1
98.37,80.29,2.93,0.77,94.56,99.98,-23.52,0,1
128.62,68.96,2.58,0.847,153.42,112.04,2.41,0,0
144.02,87.47,4.02,0.737,154.24,141.67,-16.65,1,1
115.15,72.21,2.66,0.705,124.17,94.42,32.88,3,1
120.29,58.83,2.8,0.761,136.39,120.66,16.47,1,0
55.15,54.62,1.52,0.534,61.24,42.68,29.05,1,0
153.49,81.08,4.88,0.82,180.31,159.07,8.2,3,1
55.91,45.0,1.56,0.631,31.4,57.52,-26.02,0,0
132.96,73.89,2.37,0.717,123.34,120.8,-17.46,0,0
71.78,64.22,3.13,0.55,62.37,75.59,-13.03,2,0
152.03,78.99,3.8,0.876,141.04,172.97,-14.39,1,0
126.4,68.21,2.51,0.727,130.29,124.37,23.94,4,1
130.46,68.97,1.96,0.765,135.67,139.26,19.05,0,1
66.29,49.14,1.08,0.373,85.44,45.26,14.45,0,0
93.16,49.94,1.58,0.508,102.17,97.84,-25.37,1,0
114.14,55.84,1.49,0.481,105.67,108.44,1.08,0,0
132.4,65.43,3.02,0.679,139.92,129.71,-1.83,5,1
52.48,50.66,2.71,0.42,30.0,58.43,14.07,4,0
155.48,74.56,5.18,0.945,164.1,153.05,20.42,1,1
146.83,66.56,3.36,0.765,151.19,130.65,4.74,0,1
72.44,62.98,3.33,0.612,61.85,87.71,-40.0,1,0
138.73,70.65,3.45,0.63,136.91,124.23,-3.36,2,0
102.2,61.04,7.81,0.719,96.27,93.8,-14.72,1,1
95.42,64.66,2.13,0.612,84.47,96.7,1.82,0,0
77.73,54.79,1.55,0.592,85.67,79.11,-16.59,2,0
109.72,61.57,1.7,0.527,120.66,114.0,10.19,4,1
127.59,74.52,3.27,0.682,135.35,128.92,-36.04,2,1
89.31,55.71,1.29,0.602,84.09,100.8,-27.55,0,0
115.51,57.17,1.7,0.662,108.8,120.41,-19.19,2,0
123.92,69.52,2.96,0.818,123.39,112.06,-10.09,7,1
125.33,61.14,6.21,0.815,127.0,99.35,7.83,2,1
46.24,51.67,5.88,0.607,35.91,47.75,-34.95,0,0
143.17,70.42,4.07,0.776,159.35,157.83,-3.45,0,1
94.99,47.35,1.38,0.754,95.64,82.47,-10.76,0,0
71.49,61.62,4.5,0.627,81.22,60.99,17.25,1,0
69.01,50.46,3.95,0.395,48.12,72.56,-13.9,4,0
97.96,68.09,5.5,0.545,88.6,102.79,-22.09,1,0
146.42,70.34,3.55,0.615,157.02,157.64,-14.12,0,0
85.4,57.91,1.61,0.338,90.64,101.81,-7.33,2,0
129.97,72.95,2.32,0.545,114.44,132.33,-37.44,0,0
51.62,45.82,4.24,0.3,49.26,42.35,28.08,0,0
97.13,62.55,1.64,0.659,102.26,88.17,2.49,2,0
159.0,62.52,2.08,0.727,153.05,153.57,-19.42,0,1
132.45,75.1,3.31,0.602,136.78,142.76,-16.81,0,0
65.26,54.78,1.12,0.58,45.91,60.26,-31.41,1,0
100.17,57.32,4.8,0.714,91.32,109.79,2.25,1,0
68.03,63.74,2.13,0.674,76.71,52.79,-25.42,2,0
89.15,45.0,0.54,0.604,89.59,92.02,-2.98,0,0
133.61,65.17,9.29,0.665,135.9,126.1,11.47,1,1
132.55,72.73,2.72,0.6,130.44,137.77,-11.6,1,0
67.37,47.82,3.81,0.371,69.24,64.81,-17.28,0,0
150.67,64.5,2.58,0.617,158.03,158.64,18.76,0,1
111.11,59.68,3.01,0.577,120.15,106.76,-15.86,0,0
85.59,48.61,1.13,0.733,89.77,85.33,-2.91,0,0
100.23,61.07,2.51,0.381,91.19,108.31,-2.45,1,0
112.61,59.95,1.84,0.497,103.86,111.59,-15.25,1,0
107.19,57.59,5.78,0.477,92.04,107.77,-29.14,1,1
98.37,60.92,1.55,0.662,94.77,105.97,-11.85,2,0
100.59,59.76,1.87,0.523,91.77,99.82,1.72,1,0
61.17,56.41,4.54,0.446,77.32,45.32,-5.04,0,0
137.53,65.57,2.71,0.552,124.01,131.82,1.43,0,0
105.01,51.65,2.27,0.557,116.6,85.78,1.2,1,0
55.73,51.39,2.47,0.3,46.52,53.23,-15.5,0,0
131.94,72.01,2.23,0.689,131.24,136.65,-13.41,0,1
151.89,70.09,2.03,0.575,156.2,153.14,6.33,2,0
153.68,83.51,6.98,0.857,141.8,167.62,14.35,0,1
84.28,58.34,1.78,0.559,73.87,97.11,-3.01,1,0
56.26,61.18,2.19,0.538,40.14,58.83,-25.43,0,0
102.21,70.53,3.75,0.554,96.73,78.29,16.94,0,0
53.51,53.43,1.41,0.393,38.47,60.23,-23.46,7,0
152.08,63.46,3.59,0.576,167.39,144.36,38.78,5,1
62.03,51.78,1.83,0.476,52.54,70.84,-7.64,5,0
70.33,63.14,4.5,0.497,39.73,73.46,-31.11,1,1
88.8,47.68,1.15,0.534,83.46,95.36,7.39,0,0
85.98,57.51,1.59,0.634,96.35,91.0,-0.42,0,0
135.36,69.88,4.67,0.819,159.3,159.26,19.94,0,1
94.76,56.27,1.77,0.665,93.3,99.97,0.92,0,0
60.49,54.66,1.88,0.319,48.67,47.69,-30.74,0,0
72.07,58.57,3.68,0.545,70.79,82.78,-1.9,1,0
101.09,52.07,2.44,0.415,102.38,96.79,9.67,0,0
57.69,57.67,2.13,0.531,42.77,71.15,-5.44,5,0
113.4,61.72,1.93,0.573,109.92,128.83,20.87,1,0
107.89,52.87,3.14,0.457,104.43,114.11,3.88,0,0
125.76,65.43,2.02,0.802,130.36,112.99,-2.06,0,0
152.52,77.01,6.37,0.783,154.45,147.92,4.75,0,1
149.47,77.25,2.68,0.67,139.65,162.88,-13.78,3,1
153.53,64.94,4.15,0.553,156.65,173.52,8.05,0,0
69.37,58.29,2.13,0.503,66.89,69.99,5.23,1,0
55.79,66.36,2.09,0.617,55.56,53.04,-22.41,2,0
76.27,47.81,1.44,0.547,62.23,64.47,6.89,0,0
147.41,78.87,2.91,0.911,161.31,135.74,47.15,0,1
156.65,75.92,2.57,0.605,145.36,158.97,4.19,0,0
143.12,70.72,2.45,0.737,165.25,150.13,-25.48,2,1
53.2,62.12,4.56,0.559,38.23,38.33,-15.17,0,0
153.69,88.73,3.29,0.751,165.86,161.98,-16.94,3,1
90.8,57.24,6.63,0.389,63.68,104.53,-18.81,0,0
41.12,46.95,0.62,0.437,30.0,47.42,6.79,0,0
93.09,67.4,3.45,0.604,86.51,109.62,-16.22,0,0
45.53,56.93,4.13,0.508,30.0,49.08,26.16,0,1
105.27,47.17,4.71,0.7,116.03,108.92,-40.0,0,0
80.63,59.33,1.59,0.63,80.97,84.09,-4.29,1,0
96.81,59.15,3.15,0.636,114.34,110.41,15.59,1,0
113.58,63.99,1.81,0.507,109.72,118.96,-23.88,1,0
144.26,68.64,2.57,0.674,148.66,138.96,-17.38,1,0
119.43,67.54,3.83,0.749,119.18,123.66,13.49,0,0
92.09,57.71,1.9,0.738,84.35,96.42,30.84,4,1
138.33,70.56,2.6,0.527,131.98,136.21,33.65,3,1
148.67,83.89,3.02,0.74,137.03,158.9,-12.06,3,1
54.37,45.0,0.6,0.368,54.38,55.29,24.33,1,0
103.83,49.34,0.94,0.482,97.77,110.88,-4.27,3,0
74.14,55.38,4.25,0.505,71.03,79.24,14.95,1,0
45.65,49.63,0.79,0.459,76.72,38.39,11.74,1,0
120.23,68.85,3.7,0.445,112.28,110.43,-24.4,2,1
143.53,64.99,3.9,0.823,151.75,136.38,32.94,1,1
59.55,51.33,2.14,0.587,58.63,58.74,33.07,0,0
137.49,59.06,3.31,0.879,156.95,153.4,2.16,8,1
142.41,76.97,4.0,0.579,144.86,141.93,18.08,1,1
149.72,74.89,3.21,0.767,149.8,153.46,-2.57,1,1
71.83,50.68,1.56,0.466,96.67,80.56,51.67,0,0
148.47,61.0,5.71,0.659,139.35,144.89,-31.44,0,1
78.48,48.2,6.05,0.542,74.99,74.33,-4.96,3,0
106.28,68.14,3.47,0.712,119.51,116.8,-19.43,2,1
46.06,45.0,0.83,0.3,30.24,51.74,-36.47,3,0
45.27,54.11,1.94,0.604,54.52,39.63,2.54,1,0
126.44,84.35,3.89,0.783,124.36,122.32,-9.15,2,1
93.34,59.58,3.5,0.66,106.59,94.19,-11.58,2,0
70.76,50.29,2.47,0.596,82.41,74.05,20.9,0,0
62.85,54.21,2.14,0.424,58.25,75.29,21.08,0,0
120.39,59.52,3.08,0.742,111.23,125.71,4.65,3,0
40.05,58.42,1.34,0.355,30.45,30.21,-38.58,0,0
136.71,83.07,5.03,0.85,141.52,128.84,8.52,3,1
49.51,45.28,0.87,0.3,54.17,52.61,8.26,1,0
62.98,45.0,2.1,0.386,62.54,64.41,-15.38,1,0
86.35,55.46,1.31,0.56,91.99,77.91,9.05,0,0
98.18,56.71,1.39,0.502,100.42,108.71,-8.01,0,0
82.6,59.01,1.4,0.497,90.7,60.12,-10.71,0,0
78.49,63.36,5.22,0.512,74.33,81.84,-23.37,0,0
155.67,69.83,3.38,0.89,163.44,140.2,18.9,2,1
116.99,72.13,2.8,0.64,118.13,125.8,23.85,0,0
42.81,51.08,3.19,0.353,32.62,40.16,-7.64,1,0
91.62,53.04,2.46,0.454,100.84,99.1,22.33,1,0
145.0,62.61,3.01,0.678,158.46,141.09,34.21,5,1
76.17,56.61,2.2,0.515,88.94,89.43,8.75,3,0
51.35,45.1,0.52,0.532,40.83,32.69,-6.65,1,0
131.01,71.35,2.53,0.521,133.64,139.8,9.77,3,1
112.72,53.21,1.17,0.507,123.97,106.64,-9.46,2,0
108.44,65.53,3.36,0.557,125.62,112.19,18.43,0,1
46.43,46.99,1.05,0.363,30.0,50.6,-5.49,4,0
56.86,46.29,1.47,0.407,52.97,42.94,-25.47,2,0
114.71,66.52,2.45,0.742,115.27,124.68,-23.03,2,1
64.94,58.91,1.57,0.404,80.12,68.88,-10.15,2,0
100.49,52.78,5.74,0.582,73.62,101.66,-4.21,0,0
105.39,60.57,5.5,0.646,93.73,109.24,-11.9,0,1
74.02,47.21,0.77,0.395,87.12,75.27,6.1,0,0
153.81,75.02,4.94,0.829,152.75,162.16,24.06,2,1
141.1,65.92,2.76,0.722,127.92,136.38,1.38,1,0
126.68,54.1,3.27,0.639,145.6,135.05,-2.11,0,0
49.36,45.32,0.76,0.552,31.22,55.08,-26.84,0,0
52.74,59.26,1.57,0.336,59.71,51.02,8.98,2,0
99.13,66.36,5.1,0.731,83.02,117.6,-25.53,1,1
59.29,53.94,4.46,0.482,39.62,63.8,12.72,1,0
157.39,73.03,3.12,0.796,163.71,159.34,7.58,0,0
59.02,55.17,4.17,0.607,48.98,64.76,-2.69,1,0
98.5,60.83,3.1,0.703,103.81,97.45,-14.53,0,0
83.69,62.04,1.83,0.572,104.75,95.71,21.68,2,1
116.73,68.0,2.48,0.731,117.5,116.51,20.7,0,0
55.48,45.0,0.72,0.42,71.41,63.68,5.51,0,0
91.64,61.37,3.71,0.574,95.01,80.96,18.39,4,1
72.96,45.0,6.82,0.324,78.91,55.01,-4.31,0,0
146.53,70.26,3.2,0.556,117.4,150.56,-15.69,0,0
44.87,45.0,2.1,0.546,51.43,41.03,40.83,0,0
149.65,67.09,3.88,0.553,154.5,147.72,-4.26,3,1
139.96,58.32,1.68,0.568,134.99,116.55,7.23,2,0
75.71,58.51,1.92,0.625,98.96,92.71,4.62,6,0
134.71,67.87,2.67,0.485,126.49,135.76,0.93,2,0
43.75,56.69,2.56,0.324,30.0,57.09,5.66,0,0
156.02,63.66,4.47,0.782,169.04,142.1,-9.71,0,1
103.19,69.5,2.41,0.628,86.66,104.18,-20.96,2,1
76.39,59.38,2.32,0.62,77.71,80.47,10.88,4,0
83.51,54.19,3.14,0.533,98.25,84.85,10.28,4,0
47.97,54.71,1.22,0.428,50.5,50.3,22.37,2,0
158.72,74.81,3.37,0.846,160.68,144.82,5.84,2,1
44.72,53.57,1.25,0.414,36.77,47.89,29.51,2,1
118.59,59.32,2.52,0.679,135.36,110.16,20.93,2,1
93.13,59.0,3.53,0.718,80.86,86.95,27.68,0,0
153.87,78.74,2.93,0.702,165.21,154.04,36.08,0,1
69.52,63.39,4.44,0.443,92.7,66.0,0.03,1,0
103.85,56.66,1.81,0.393,106.23,100.91,27.84,2,1
97.88,45.0,0.82,0.619,95.41,109.12,15.69,0,0
124.34,60.38,2.36,0.465,119.72,122.78,13.35,0,0
48.16,49.6,3.91,0.426,38.92,44.19,16.71,1,0
63.25,54.15,1.16,0.591,55.27,62.02,-9.56,0,0
65.75,56.15,1.76,0.497,65.11,54.63,5.59,0,0
128.58,61.79,3.1,0.574,136.2,130.2,-3.76,6,1
62.7,61.34,2.14,0.583,81.68,69.92,51.07,4,1
108.82,52.51,1.06,0.514,83.63,111.96,-26.15,0,0
65.83,64.3,2.26,0.571,35.97,66.2,-37.94,1,1
143.39,82.72,5.34,0.754,166.04,149.41,-3.39,2,1
153.06,63.25,6.76,0.607,153.89,147.52,-0.58,1,0
102.22,59.16,1.41,0.749,106.51,102.61,1.03,0,1
82.28,56.89,2.48,0.407,84.43,96.26,17.1,3,1
68.09,50.4,0.99,0.68,67.45,65.15,0.24,1,0
45.97,45.0,2.21,0.3,63.68,52.05,-0.06,0,0
72.22,60.1,1.42,0.402,74.16,78.55,9.66,1,0
118.51,67.33,1.86,0.515,111.45,110.93,17.44,0,0
104.03,70.91,4.3,0.398,95.69,110.91,-0.44,1,0
153.28,76.51,2.51,0.833,156.22,147.22,17.1,2,1
87.55,55.86,1.7,0.62,78.63,91.84,-2.96,0,0
123.26,69.52,6.73,0.767,146.87,117.03,7.13,0,0
98.72,57.22,7.56,0.479,97.78,101.53,12.1,2,1
101.51,59.83,1.65,0.562,86.71,102.8,-3.29,1,0
72.13,56.15,2.4,0.56,76.2,73.25,20.11,0,0
94.59,52.66,2.19,0.54,110.66,97.31,35.79,1,0
96.49,64.16,2.55,0.648,110.19,91.19,4.81,2,0
124.8,58.06,5.16,0.708,117.84,113.13,8.17,1,0
152.88,64.03,3.75,0.584,139.26,153.69,12.41,1,0
79.52,58.37,3.47,0.631,97.27,90.55,16.26,0,0
45.06,45.0,0.97,0.503,30.0,50.9,1.65,3,0
99.56,67.84,2.73,0.641,104.83,104.03,5.22,0,0
105.34,45.0,1.5,0.458,95.67,100.23,-0.23,0,0
60.21,54.41,1.6,0.368,71.33,62.08,14.95,2,0
131.26,57.91,1.42,0.631,119.22,122.95,-16.96,0,0
158.19,69.06,2.15,0.667,149.96,153.96,-34.68,7,1
153.49,73.95,2.54,0.632,161.53,157.06,2.44,1,0
63.65,71.26,2.42,0.593,73.06,45.49,1.66,3,0
145.04,73.33,2.62,0.77,164.77,162.34,39.02,1,1
124.54,53.3,1.44,0.68,131.81,111.2,8.97,2,1
94.46,63.69,2.53,0.454,95.73,113.35,10.75,1,0
104.87,64.65,2.75,0.762,120.7,96.48,0.51,1,0
141.95,67.84,2.42,0.582,125.15,133.46,-19.13,2,1
97.62,67.32,5.41,0.691,88.88,93.64,-19.39,4,1
84.78,46.67,1.81,0.721,71.76,80.39,-29.19,0,0
99.19,63.13,3.91,0.668,68.33,93.14,-2.35,0,0
109.5,65.2,5.58,0.806,123.71,105.79,12.63,2,0
62.69,62.67,1.83,0.528,78.42,63.61,34.45,0,0
148.11,74.09,3.08,0.611,155.01,139.13,13.34,2,1
120.9,51.35,1.73,0.524,123.95,129.31,5.89,0,0
115.99,71.68,2.76,0.558,116.17,130.11,-35.58,1,0
51.94,49.94,0.81,0.3,46.6,32.49,31.68,1,0
112.5,54.8,3.63,0.69,134.65,131.05,11.78,0,0
54.52,48.84,0.91,0.351,68.13,62.24,-30.7,4,0
49.44,60.02,9.5,0.554,41.51,52.02,0.1,2,0
103.28,51.83,3.13,0.534,115.25,97.53,-8.61,2,0
88.33,67.82,3.17,0.537,101.83,90.0,-8.49,2,0
110.66,57.47,1.5,0.798,122.43,119.63,10.68,0,0
50.71,45.0,1.59,0.329,49.94,76.81,-10.96,1,0
91.72,54.75,1.54,0.644,96.83,113.64,21.04,2,0
60.97,64.41,2.1,0.565,42.49,45.69,-11.32,0,0
158.45,67.92,4.53,0.644,140.48,156.37,-1.79,1,0
107.34,54.52,1.79,0.602,116.79,108.11,14.92,4,0
122.49,67.68,2.76,0.588,109.04,135.93,-2.19,2,0
79.05,63.63,4.39,0.626,62.9,78.21,-4.22,1,0
51.37,55.96,1.3,0.483,30.0,43.82,-8.13,0,0
157.1,71.71,3.46,0.742,154.23,157.64,25.45,1,1
74.35,59.8,2.68,0.615,79.14,70.5,17.58,2,0
90.86,51.74,1.74,0.447,93.25,100.72,-11.24,1,0
117.98,79.31,5.21,0.735,130.9,141.86,-13.55,2,1
42.96,59.83,5.68,0.555,37.37,52.07,-17.09,0,0
137.23,80.74,3.58,0.843,143.38,146.74,10.78,1,1
104.39,70.38,2.94,0.707,116.67,116.75,-13.74,1,0
73.39,57.73,2.31,0.463,76.22,77.93,-10.33,0,0
47.39,45.27,2.44,0.615,40.67,43.41,-27.53,0,0
59.5,55.12,2.76,0.41,59.3,56.5,16.67,0,0
147.4,73.85,2.61,0.778,127.15,158.36,1.8,0,0
122.32,71.48,2.19,0.511,120.55,125.21,14.93,0,0
69.99,64.7,6.15,0.682,64.21,60.17,-11.44,1,0
47.87,55.16,1.56,0.505,64.2,60.96,-23.49,1,0
122.87,56.89,2.74,0.75,114.15,115.13,-19.39,0,0
108.69,57.99,3.92,0.432,106.74,97.42,-25.23,5,1
88.54,57.15,1.76,0.651,84.42,79.77,-26.5,1,0
83.63,61.83,3.02,0.641,77.75,86.7,17.52,1,0
66.02,52.16,1.1,0.547,69.48,75.74,-2.71,0,0
120.35,61.57,6.75,0.558,114.49,122.9,2.28,0,1
156.48,76.82,2.5,0.745,181.61,150.91,32.42,1,1
61.09,45.32,1.38,0.307,31.54,53.01,-33.12,0,0
111.65,64.19,2.81,0.604,119.3,119.37,14.88,0,0
90.9,45.76,2.89,0.45,86.89,89.98,-28.15,0,0
93.6,52.22,1.13,0.5,91.01,97.01,3.25,1,0
70.5,55.58,2.01,0.357,69.25,69.09,18.6,0,0
139.02,58.47,1.84,0.589,150.77,142.01,-14.63,0,0
98.23,65.09,2.27,0.405,97.52,102.13,14.56,2,0
105.21,73.19,4.45,0.764,120.5,129.46,11.69,0,0
76.57,54.16,1.06,0.522,75.57,80.6,-8.68,0,0
61.82,72.37,4.22,0.424,45.89,57.94,-29.57,0,0
50.31,58.87,3.83,0.445,46.14,52.07,2.27,7,0
125.69,61.42,4.96,0.708,141.7,116.2,16.89,0,1
63.55,62.24,3.01,0.639,59.41,53.96,-7.78,1,0
122.81,63.38,2.21,0.52,108.21,135.31,-24.96,1,0
86.85,50.56,1.67,0.459,91.45,89.89,16.03,6,1
89.89,55.99,6.41,0.74,96.73,101.08,24.74,4,1
96.3,65.84,4.95,0.517,85.4,80.05,11.71,0,0
84.13,48.47,1.64,0.341,76.16,74.37,24.62,0,0
52.07,46.1,4.86,0.3,43.89,55.06,-15.82,1,0
77.16,45.0,3.1,0.322,71.67,68.91,-28.22,0,1
119.65,65.08,5.18,0.835,132.11,105.41,13.62,3,1
119.89,62.38,3.27,0.551,114.06,109.11,-10.17,2,1
74.35,62.18,4.46,0.672,84.18,71.14,22.69,5,1
95.21,46.76,3.94,0.764,92.09,99.34,-20.23,1,0
63.21,53.84,1.18,0.51,81.4,80.37,-8.26,0,0
65.24,45.0,5.54,0.3,79.5,54.72,8.35,1,0
42.77,55.23,1.72,0.3,30.0,32.76,-3.23,0,0
147.61,92.13,4.2,0.715,135.21,133.1,5.95,1,1
65.28,49.74,3.14,0.438,73.79,71.02,2.48,8,1
67.3,45.0,2.14,0.524,68.89,68.55,-33.72,2,0
73.55,55.26,4.47,0.476,77.7,63.9,64.21,0,1
55.29,53.84,1.8,0.619,47.82,46.98,-3.13,2,0
116.71,78.91,3.24,0.644,116.0,115.47,51.64,0,1
49.02,63.13,1.64,0.505,42.97,48.34,-5.29,0,0
56.1,61.15,2.4,0.607,59.89,45.71,-17.06,2,0
117.37,57.27,3.17,0.491,100.24,119.14,-14.28,0,0
80.76,58.71,1.86,0.414,75.85,67.0,17.35,0,0
124.95,64.54,2.6,0.498,107.84,125.44,2.59,0,0
106.89,60.64,1.81,0.457,97.83,105.12,1.01,3,0
70.72,45.0,2.72,0.497,67.5,74.73,-2.72,0,0
118.1,70.72,2.14,0.563,123.44,130.21,5.0,1,0
53.95,50.63,2.67,0.411,57.26,50.25,-1.03,0,0
104.37,66.1,2.48,0.786,117.22,104.37,27.97,1,1
92.46,51.67,0.96,0.42,71.07,72.65,5.79,0,0
72.14,49.59,3.66,0.513,85.57,91.86,-10.25,2,0
112.48,62.02,2.52,0.457,101.88,93.87,-31.89,1,1
144.56,56.97,2.59,0.641,138.52,143.73,-25.09,0,1
159.87,80.27,4.59,0.771,166.51,134.38,-3.09,5,1
112.93,61.0,3.06,0.797,112.84,104.67,3.93,4,1
88.56,45.0,2.47,0.502,90.95,105.92,0.21,0,0
67.02,61.98,3.67,0.307,67.73,78.47,11.7,0,0
70.85,47.32,1.97,0.448,58.65,80.7,-6.36,1,0
97.53,51.85,1.59,0.431,91.95,95.61,25.93,1,0
84.07,62.66,1.98,0.424,78.71,100.58,6.48,0,0
149.66,86.33,6.48,0.776,164.68,152.23,7.83,2,1
84.2,45.0,5.76,0.36,73.8,91.09,-32.39,0,1
84.81,50.54,1.5,0.52,77.12,111.28,2.46,0,0
86.02,52.77,1.14,0.582,73.4,96.93,2.67,1,0
140.39,75.85,2.73,0.67,130.88,139.74,-17.6,2,1
118.09,71.74,3.77,0.442,98.73,123.2,-30.5,3,1
113.7,61.38,1.77,0.815,109.57,127.74,17.64,0,0
80.1,65.1,3.98,0.467,96.56,86.32,-9.2,0,0
138.15,67.41,5.69,0.806,150.56,145.98,9.18,0,0
44.6,49.15,5.72,0.344,54.81,57.48,5.64,1,0
144.5,61.86,1.53,0.703,135.16,169.8,3.37,3,1
101.53,59.38,6.12,0.54,76.96,92.18,-29.59,0,1
87.79,55.9,3.18,0.48,89.19,94.81,-1.47,2,0
99.66,53.94,1.17,0.388,117.66,104.26,-8.42,0,0
120.09,66.82,2.61,0.584,113.95,116.23,-1.74,4,0
41.53,45.0,2.31,0.56,41.96,35.06,9.29,0,0
144.59,66.75,6.51,0.79,129.55,161.11,8.6,1,1
93.61,59.08,1.61,0.419,90.33,83.39,25.27,0,0
81.16,67.07,2.03,0.56,78.85,67.07,-5.9,1,0
56.59,55.0,2.06,0.607,31.61,50.96,-17.55,1,0
92.74,64.89,6.86,0.638,81.05,74.92,17.07,2,0
99.56,62.69,6.89,0.438,82.92,91.1,2.03,0,0
88.44,67.89,2.26,0.692,71.33,77.91,13.71,0,0
121.44,57.16,1.81,0.565,112.04,122.3,30.45,1,1
90.51,52.97,4.56,0.533,95.28,104.96,-12.8,1,0
155.37,68.89,3.92,0.757,150.9,149.48,12.33,2,1
111.91,80.69,8.02,0.756,128.81,120.56,-2.34,4,1
136.9,77.18,5.78,0.863,137.81,144.41,28.6,0,1
53.12,57.99,1.64,0.611,57.26,30.92,-19.31,2,0
87.67,55.87,3.29,0.346,88.57,82.16,16.96,0,0
80.42,51.57,0.97,0.69,100.63,76.66,0.14,1,0
108.34,71.99,4.67,0.427,96.28,112.15,3.95,1,1
143.33,71.76,3.49,0.616,148.97,149.03,25.64,0,1
49.4,54.83,5.78,0.434,34.73,52.71,-18.93,0,0
48.71,45.0,5.33,0.418,65.74,39.76,-17.92,6,1
142.04,76.96,2.5,0.748,132.52,135.7,-9.42,0,0
65.54,50.55,1.1,0.468,67.51,50.51,-5.99,0,0
120.25,60.64,2.43,0.815,143.25,120.91,-11.62,3,0
105.15,52.89,4.15,0.492,88.62,101.47,-40.0,1,1
139.95,58.87,3.86,0.609,147.28,145.27,25.57,2,1
55.01,46.11,5.57,0.613,43.36,61.98,21.03,0,0
55.57,47.76,2.11,0.3,77.51,52.24,0.14,0,0
106.82,60.92,1.9,0.644,85.01,109.64,-16.17,0,0
153.57,77.21,2.47,0.813,139.63,151.41,7.57,0,0
89.8,70.49,2.41,0.552,75.37,78.66,7.61,0,0
79.23,57.36,2.93,0.595,66.07,71.23,25.44,0,0
112.8,45.0,4.41,0.488,116.8,90.11,13.19,3,1
151.65,74.45,2.85,0.876,178.77,147.7,-4.9,1,0
140.43,74.85,5.42,0.557,153.44,134.5,20.74,0,1
159.46,72.78,2.92,0.719,164.64,148.51,-9.97,0,1
42.71,56.11,1.72,0.3,36.82,50.9,-4.12,5,0
53.54,54.17,2.12,0.459,43.44,58.81,14.97,0,0
113.14,52.79,1.84,0.687,119.58,118.67,-13.08,4,0
138.47,74.83,5.97,0.872,141.4,145.39,0.15,2,1
74.23,59.67,2.33,0.598,76.47,74.21,-20.94,1,0
68.71,61.93,2.0,0.503,57.87,68.58,-23.22,1,0
134.44,85.81,5.72,0.856,125.14,142.74,-14.49,1,1
46.77,55.16,11.14,0.412,43.3,53.44,27.61,1,1
84.33,61.17,3.04,0.557,83.52,94.6,0.2,2,0
100.7,66.85,2.24,0.621,93.96,100.26,44.22,3,1
107.24,60.55,1.84,0.566,97.36,97.38,12.25,1,0
127.43,60.32,1.51,0.798,138.09,129.8,23.0,2,0
82.58,54.22,1.17,0.402,84.08,76.8,-18.94,3,1
113.52,67.15,5.53,0.643,136.89,120.06,8.92,0,1
110.25,57.1,1.38,0.7,128.81,113.12,-11.29,1,0
105.71,75.61,3.33,0.759,94.56,106.23,-11.15,1,0
116.86,75.67,4.14,0.784,118.25,112.94,-7.53,0,0
71.13,45.0,3.35,0.497,52.69,81.14,-9.97,1,0
50.16,60.78,1.73,0.488,30.0,59.4,4.78,1,0
54.31,47.5,1.51,0.401,76.67,48.71,6.46,0,0
66.95,47.8,1.1,0.468,82.08,54.67,22.75,0,0
100.02,72.62,2.6,0.743,95.32,101.82,-28.74,0,0
140.85,74.14,2.79,0.875,161.27,152.71,18.28,3,1
124.16,83.68,4.15,0.811,145.07,111.54,2.61,0,1
134.68,59.22,1.38,0.539,110.43,139.39,-7.57,1,0
82.12,48.36,1.49,0.666,93.65,73.91,21.3,0,0
88.56,60.95,1.77,0.725,85.16,78.39,-27.65,0,0
87.24,62.27,6.66,0.486,89.56,96.55,27.6,2,1
63.02,46.38,1.89,0.477,96.67,69.53,13.34,3,0
47.35,45.0,3.54,0.534,65.04,45.82,42.36,1,0
110.91,65.68,2.07,0.638,110.12,118.8,0.88,3,0
158.71,68.9,4.43,0.954,182.84,165.54,35.84,3,1
60.02,53.71,1.83,0.442,33.8,45.16,-12.03,0,0
45.6,48.52,1.0,0.502,49.69,46.44,6.86,1,0
133.54,74.93,4.44,0.798,143.83,147.67,7.23,2,1
70.31,45.0,2.65,0.489,76.55,75.05,-0.83,1,0
139.56,82.56,10.99,0.841,138.28,113.4,-5.27,3,1
124.47,65.69,4.02,0.672,130.49,113.77,7.07,1,1
153.48,77.49,2.69,0.705,165.85,163.44,16.06,0,1
89.07,61.34,2.06,0.39,57.0,83.5,-11.83,2,0
119.44,56.21,2.07,0.596,115.56,130.65,7.4,1,0
95.78,68.57,2.12,0.661,86.16,116.24,-32.14,1,1
115.67,58.76,3.65,0.796,127.53,113.29,22.2,0,1
93.95,47.57,1.78,0.463,107.74,87.77,-6.47,0,0
62.64,64.89,6.03,0.41,51.49,52.57,-35.22,3,1
