avg_cycle_time,cycle_time_std,cycle_time_trend,throughput,temperature_mean,vibration_mean,utilization,current_cycle_time,high_risk
79.95,7.04,0.051,27.35,70.64,3.86,0.678,87.75,1
62.65,7.94,0.087,50.8,72.28,10.24,0.864,62.31,1
47.38,2.29,-0.151,27.07,50.29,1.37,0.403,47.1,0
148.15,26.92,0.248,23.36,95.43,7.2,0.953,135.0,1
72.32,4.63,-0.024,47.56,75.2,3.66,0.954,65.7,0
82.55,3.55,0.033,35.96,66.71,2.92,0.805,86.47,0
74.5,4.83,0.059,35.26,56.16,3.79,0.819,72.9,0
40.13,1.17,0.004,42.33,48.91,1.8,0.54,39.46,0
132.33,26.61,0.236,25.98,92.82,9.09,0.965,184.57,1
35.37,2.36,-0.024,57.16,63.09,1.76,0.541,34.95,0
73.87,12.79,0.131,33.7,83.39,2.94,0.792,121.59,1
75.02,4.95,0.079,43.99,79.57,4.13,0.946,75.31,1
113.12,18.12,0.2,29.22,68.18,6.13,0.921,136.86,1
59.19,5.76,0.042,37.29,60.5,2.52,0.602,56.99,0
78.51,5.83,0.01,35.91,73.49,2.5,0.896,81.36,1
65.21,9.05,-0.047,40.15,81.25,2.23,0.848,52.76,0
90.46,8.39,0.053,36.69,87.46,4.74,0.9,88.08,1
58.06,2.64,0.015,30.37,57.92,1.92,0.531,64.15,0
63.07,6.84,-0.055,44.28,58.04,1.81,0.775,48.84,0
60.53,6.98,0.041,39.07,56.46,1.67,0.657,58.36,0
72.39,5.75,0.055,44.87,84.72,2.8,0.896,80.79,0
74.62,5.67,-0.019,32.64,68.97,2.39,0.754,72.23,0
96.7,14.93,0.189,29.39,79.26,7.0,0.855,105.83,1
75.1,6.48,0.006,39.02,68.1,2.39,0.799,99.62,0
139.11,16.2,0.23,20.56,82.38,6.02,0.863,122.64,1
121.32,17.04,0.245,25.98,74.36,4.02,0.854,160.59,1
74.32,5.98,-0.001,43.38,81.39,2.73,0.915,69.04,0
60.62,5.75,-0.003,36.02,64.97,3.66,0.699,59.57,0
63.34,3.89,0.047,38.54,69.57,2.08,0.73,70.2,0
57.84,4.84,-0.032,32.41,59.8,1.72,0.537,50.93,0
89.08,5.6,0.07,31.46,55.8,2.71,0.757,94.1,0
67.33,13.67,0.118,32.23,87.98,2.61,0.709,74.18,1
71.58,4.68,-0.042,47.05,75.63,2.56,0.948,73.19,0
159.94,22.24,0.18,22.27,79.89,3.35,0.956,169.51,1
70.33,4.14,0.05,31.76,66.59,1.68,0.695,76.03,0
109.33,9.94,0.151,26.84,97.7,5.94,0.866,110.65,1
84.31,8.93,0.087,35.9,72.1,4.55,0.893,91.16,1
86.87,8.83,0.076,35.8,74.71,2.09,0.856,76.0,1
81.83,4.0,-0.029,29.69,62.2,1.7,0.725,79.68,0
65.77,8.31,-0.024,42.05,74.53,5.31,0.888,78.29,0
85.17,6.78,0.06,33.6,68.0,2.12,0.869,108.22,0
84.21,11.59,0.149,33.26,89.89,3.32,0.748,106.0,1
136.56,15.66,0.136,23.78,83.43,3.85,0.935,160.36,1
71.17,6.21,0.006,32.74,68.83,1.96,0.66,67.56,0
38.18,4.34,-0.156,39.56,52.89,0.71,0.433,33.82,0
91.95,9.95,0.09,33.18,69.38,3.44,0.827,105.32,1
86.38,5.79,0.037,31.75,73.16,3.32,0.827,73.76,0
59.4,7.09,0.059,41.93,62.92,1.93,0.795,50.4,0
75.22,11.83,0.144,29.3,87.3,10.16,0.712,95.33,1
143.81,15.7,0.184,19.6,93.64,10.45,0.912,156.82,1
141.42,24.49,0.169,21.45,74.91,6.7,0.91,147.57,1
89.34,5.72,-0.061,24.81,58.46,1.31,0.623,99.89,0
149.11,24.11,0.121,18.33,75.97,3.52,0.874,155.06,1
94.99,12.25,0.155,28.7,89.08,5.93,0.883,92.43,1
96.87,5.34,0.061,32.4,71.48,2.21,0.88,103.2,0
67.01,6.78,-0.029,50.51,68.93,4.08,0.905,62.13,0
75.62,9.94,0.193,40.61,83.59,10.62,0.876,87.75,1
81.15,8.33,-0.045,34.84,76.68,3.17,0.829,84.12,1
82.21,5.1,-0.048,24.56,57.63,1.3,0.652,89.89,0
70.84,5.67,0.007,45.97,77.91,2.69,0.903,76.41,0
79.52,17.51,0.221,33.06,75.17,3.52,0.811,73.27,1
61.57,5.26,-0.075,36.97,68.37,2.24,0.705,57.13,0
127.04,18.86,0.16,25.75,81.97,6.74,0.895,131.32,1
69.45,7.9,0.134,46.29,85.88,5.64,0.895,67.34,1
103.6,14.54,0.234,28.89,68.94,5.45,0.893,65.93,1
59.93,2.71,-0.043,24.56,58.45,0.99,0.421,60.29,0
77.96,9.83,0.16,35.97,77.57,5.53,0.898,81.21,1
59.05,2.39,-0.13,27.27,55.04,1.47,0.453,48.91,0
35.27,4.27,-0.159,34.22,48.82,0.98,0.379,30.64,0
73.91,7.96,-0.042,39.04,70.55,4.12,0.94,71.24,0
81.4,4.92,0.062,35.95,66.97,3.17,0.846,75.36,0
119.45,12.19,0.152,22.88,81.02,4.23,0.76,124.71,1
51.06,3.42,-0.089,26.55,61.24,1.51,0.386,50.23,0
74.96,5.2,0.071,42.35,79.73,5.38,0.868,66.29,1
53.73,4.39,-0.075,40.49,74.76,3.53,0.606,52.86,0
138.69,15.39,0.223,25.68,98.29,11.05,0.962,131.94,1
82.39,9.39,0.216,33.99,73.22,7.01,0.904,81.52,1
95.48,10.27,0.064,31.93,85.39,3.96,0.854,107.93,1
84.62,4.01,-0.021,25.57,63.2,2.61,0.695,82.22,0
56.75,2.16,-0.18,32.86,59.06,2.47,0.521,54.07,0
146.44,26.5,0.2,19.98,93.94,8.68,0.885,146.29,1
78.63,4.61,-0.079,30.31,71.48,1.56,0.689,85.48,0
71.0,6.67,0.024,44.35,78.92,2.01,0.938,62.11,1
102.8,16.52,0.088,26.73,82.31,4.52,0.857,115.43,1
52.32,2.7,-0.176,31.98,53.93,0.95,0.489,48.68,0
78.78,7.5,0.173,33.64,81.14,10.7,0.827,79.13,1
62.41,9.3,0.024,45.29,73.13,3.14,0.865,42.9,0
67.92,5.41,-0.022,38.66,70.67,1.36,0.721,62.63,0
49.99,4.9,-0.177,31.8,59.85,1.69,0.518,41.64,0
74.25,3.58,-0.086,31.06,69.0,3.69,0.753,71.93,0
136.49,16.63,0.231,21.1,75.34,6.2,0.904,95.6,1
79.44,10.21,0.143,35.28,83.16,5.96,0.785,78.91,1
71.88,7.97,0.007,27.73,74.29,2.71,0.648,88.89,0
49.33,1.28,-0.074,41.67,57.16,1.31,0.556,47.52,0
87.45,14.83,0.048,28.28,88.85,2.85,0.76,98.84,1
97.23,10.28,0.197,28.86,69.53,6.56,0.809,95.43,1
60.78,4.28,0.069,44.35,81.6,4.91,0.877,67.71,0
84.8,4.06,-0.012,28.22,56.19,1.55,0.711,78.11,0
71.06,4.9,0.013,36.27,72.03,3.95,0.693,76.02,0
72.59,9.57,0.093,41.84,87.72,4.42,0.868,76.12,1
141.11,17.89,0.188,23.6,81.32,10.1,0.891,123.99,1
77.52,4.56,-0.04,31.51,72.33,1.77,0.719,80.94,0
96.81,15.81,0.095,30.77,78.39,6.21,0.806,98.67,1
83.62,5.74,0.031,35.16,78.33,5.31,0.92,76.71,1
72.71,4.86,0.066,42.16,65.51,4.85,0.948,77.46,1
69.48,6.74,-0.009,34.95,73.12,2.86,0.651,65.89,0
109.3,16.82,0.173,20.32,70.41,9.97,0.681,131.23,1
62.34,5.72,0.076,46.79,75.46,4.8,0.886,63.7,1
82.79,8.56,-0.033,36.27,70.06,3.36,0.923,88.29,0
56.14,4.81,-0.083,45.82,61.12,3.03,0.786,58.42,0
74.96,4.09,0.01,26.91,58.54,3.24,0.601,70.63,0
40.09,3.02,-0.087,39.34,49.23,2.16,0.508,44.86,0
80.52,14.1,0.141,35.47,84.94,2.65,0.785,76.68,1
57.77,4.35,-0.098,37.87,59.61,3.64,0.604,59.08,0
73.4,14.79,0.057,31.32,86.71,4.36,0.73,83.71,1
79.54,4.86,0.002,33.0,73.04,3.49,0.762,79.68,0
81.44,4.95,-0.028,34.58,75.06,3.45,0.844,82.38,0
65.1,6.29,0.007,45.36,71.6,3.47,0.907,62.22,0
51.71,4.02,-0.042,42.82,68.3,1.99,0.632,47.32,0
51.1,2.79,-0.09,34.17,52.46,0.64,0.495,47.55,0
85.03,5.54,-0.045,33.07,74.25,3.26,0.757,100.07,1
70.07,6.21,0.045,38.97,88.24,4.17,0.841,76.16,0
72.21,6.93,0.074,38.02,90.5,5.13,0.756,77.66,1
58.34,3.88,-0.035,36.25,56.84,1.88,0.632,65.07,0
68.91,8.91,-0.045,45.47,75.76,3.02,0.882,74.72,0
84.68,3.45,-0.008,25.04,60.59,1.58,0.604,81.07,0
58.23,4.22,-0.059,45.2,74.12,2.57,0.754,52.14,0
55.45,2.9,-0.12,37.8,63.4,1.02,0.588,57.69,0
151.53,20.76,0.193,22.59,70.3,5.72,0.96,187.95,1
84.81,7.99,0.0,29.77,67.01,3.04,0.707,83.79,0
64.84,3.19,0.01,44.14,73.43,2.65,0.792,58.08,1
78.5,4.14,-0.089,33.48,60.65,2.74,0.765,79.19,0
56.18,4.01,0.02,33.29,51.59,2.43,0.566,61.82,0
100.39,17.41,0.116,32.57,84.2,6.92,0.896,90.06,1
54.01,1.47,-0.002,23.8,57.6,0.8,0.403,51.25,0
49.64,3.54,-0.126,24.52,57.34,2.2,0.38,43.21,0
117.15,8.83,0.087,24.04,81.3,7.19,0.771,135.24,1
78.71,3.29,-0.062,36.13,67.46,2.51,0.806,75.95,0
85.58,13.22,0.069,29.12,84.97,2.78,0.727,120.38,1
103.86,17.34,0.208,29.21,82.69,7.07,0.849,105.52,1
63.45,7.99,-0.016,37.18,71.28,3.03,0.768,60.67,0
65.87,13.19,0.138,38.95,85.98,2.8,0.807,89.01,1
58.53,4.83,-0.065,32.31,61.81,2.03,0.56,70.31,0
75.58,5.58,0.091,43.12,68.01,2.88,0.937,68.18,0
91.65,4.01,0.001,38.66,77.93,3.4,0.95,89.68,1
86.03,3.26,-0.077,24.64,73.59,3.56,0.685,91.57,0
83.8,15.23,0.143,35.29,74.67,7.3,0.797,88.5,1
155.7,23.93,0.132,21.42,69.25,6.35,0.966,142.4,1
149.5,25.26,0.241,23.55,87.54,10.57,0.97,111.19,1
73.16,11.76,0.231,37.21,75.11,4.23,0.87,67.24,1
74.83,5.06,-0.028,40.16,69.24,3.97,0.938,69.46,0
69.67,4.38,-0.084,37.52,64.16,2.3,0.816,80.0,0
62.19,5.4,-0.057,39.53,70.74,1.37,0.716,60.53,0
75.97,4.44,0.091,36.69,74.6,3.3,0.856,88.15,0
81.42,6.17,-0.005,32.57,65.35,3.93,0.771,83.38,0
125.86,17.8,0.188,26.11,68.17,4.73,0.887,113.66,1
80.31,3.41,0.049,29.53,66.0,1.79,0.758,75.87,0
59.27,6.81,0.068,47.03,65.55,3.86,0.762,58.18,0
61.51,4.54,-0.037,39.66,73.79,3.28,0.686,61.31,0
83.46,11.39,0.07,29.3,73.7,8.46,0.771,80.04,1
65.27,13.7,0.123,44.97,90.22,5.04,0.818,65.74,1
116.76,10.44,0.213,26.54,68.49,5.0,0.918,132.21,1
55.91,3.58,0.08,51.38,68.95,2.32,0.782,58.47,0
110.75,16.52,0.118,26.07,71.77,7.29,0.797,87.51,1
42.34,2.6,-0.076,31.0,56.22,1.3,0.421,40.93,0
153.36,15.66,0.21,22.16,68.98,3.12,0.924,107.64,1
90.52,4.2,0.065,33.47,74.38,4.63,0.877,91.45,1
52.47,6.64,0.042,47.12,63.78,1.91,0.702,55.94,0
90.85,9.02,-0.016,29.86,72.41,3.96,0.876,99.32,1
91.48,5.89,0.149,35.64,86.64,4.27,0.893,88.24,1
53.48,3.79,-0.066,35.85,64.24,2.24,0.586,49.99,0
121.27,22.86,0.217,23.62,73.2,6.41,0.901,129.95,1
91.65,6.23,0.038,35.11,72.4,3.71,0.925,96.35,1
52.54,7.32,0.056,42.94,72.6,3.29,0.662,43.94,0
48.36,2.65,-0.096,31.28,60.03,1.76,0.401,41.11,0
65.65,4.68,0.027,43.67,75.38,2.69,0.841,61.45,1
72.8,8.69,0.078,40.25,78.83,3.37,0.859,97.76,1
69.27,7.75,-0.035,48.28,81.83,4.64,0.903,57.94,1
77.98,5.49,0.1,35.02,88.79,4.47,0.83,79.23,1
63.43,6.59,0.032,55.13,70.9,4.37,0.958,68.32,0
145.25,28.58,0.15,20.56,95.01,8.34,0.95,141.21,1
71.22,8.74,0.172,38.4,69.07,3.95,0.893,78.96,1
75.2,12.73,0.08,29.5,73.28,7.55,0.703,73.57,0
54.79,2.91,-0.072,25.22,51.58,0.78,0.444,54.62,0
58.66,4.77,0.003,41.75,68.32,1.74,0.713,56.85,0
80.71,4.94,0.075,33.13,68.5,2.49,0.727,86.23,0
85.37,16.66,0.189,38.08,68.64,4.61,0.886,87.66,1
125.92,21.26,0.279,21.99,73.35,3.66,0.873,101.95,1
47.07,4.91,-0.113,39.88,54.74,1.1,0.568,47.74,0
38.19,3.72,-0.078,41.9,53.15,1.84,0.503,33.79,0
130.01,19.93,0.254,25.17,75.54,6.53,0.956,140.64,1
70.69,6.6,0.058,38.61,73.88,1.85,0.733,72.99,0
100.82,13.02,0.065,32.62,83.29,2.62,0.897,78.4,1
92.76,8.28,0.078,31.75,66.63,5.39,0.839,106.54,1
79.8,8.94,0.167,33.45,79.8,6.75,0.844,98.87,1
37.55,3.63,-0.067,45.23,57.24,1.12,0.467,41.24,0
44.77,1.29,-0.129,43.18,51.24,0.8,0.591,40.08,0
113.9,11.06,0.151,24.02,84.81,7.5,0.803,108.09,1
128.71,20.83,0.152,21.19,83.44,3.98,0.879,148.65,1
90.04,5.46,0.018,30.65,66.16,3.61,0.836,93.88,0
66.3,6.01,-0.082,38.27,71.12,2.66,0.795,64.7,0
91.3,10.97,0.249,29.51,75.18,4.18,0.833,100.22,1
127.9,15.86,0.136,24.9,84.54,6.01,0.854,165.18,1
82.69,18.3,0.094,32.33,73.64,10.35,0.782,109.47,1
163.26,28.53,0.211,19.17,91.69,9.18,0.931,171.4,1
43.51,4.33,-0.073,38.11,51.47,1.08,0.502,38.96,0
57.21,4.61,-0.048,24.49,54.55,1.99,0.429,56.01,0
100.45,17.06,0.15,30.52,83.79,4.86,0.85,105.24,1
107.22,16.73,0.158,22.93,82.07,7.88,0.728,111.44,1
78.39,6.37,-0.028,26.49,64.68,1.96,0.64,87.05,0
69.89,4.87,0.062,39.45,64.89,2.38,0.755,65.23,0
69.51,15.63,0.054,32.22,86.77,9.07,0.681,73.99,1
57.07,3.78,-0.086,22.08,54.63,2.1,0.39,60.5,0
78.49,4.24,-0.017,27.32,64.1,2.92,0.619,69.36,0
71.02,8.6,0.067,43.27,71.5,4.23,0.888,59.53,0
103.36,11.06,0.214,28.59,75.12,4.03,0.804,91.07,1
103.33,12.05,0.091,31.18,87.4,2.85,0.898,114.98,1
80.28,3.29,0.047,33.53,73.59,1.53,0.771,79.31,0
83.25,12.49,0.099,31.52,69.21,5.47,0.802,64.94,1
99.52,12.56,0.121,23.78,80.81,6.03,0.767,109.44,1
95.28,7.44,0.083,30.47,81.07,2.2,0.824,93.12,1
87.29,8.39,0.238,31.82,82.51,4.82,0.773,97.3,1
81.98,5.83,-0.045,27.81,58.5,3.55,0.651,70.36,0
47.72,2.0,-0.093,34.21,49.22,1.29,0.505,48.69,0
42.49,1.17,-0.143,31.28,57.66,0.92,0.39,41.9,0
74.58,7.4,-0.056,30.31,58.47,2.21,0.641,63.85,0
65.25,6.69,-0.029,44.23,66.43,4.63,0.934,69.84,0
104.38,15.15,0.105,26.99,82.13,7.43,0.761,135.76,1
87.8,9.52,0.095,32.34,93.72,5.46,0.773,88.49,1
66.66,16.9,0.084,37.29,74.96,7.96,0.682,61.43,1
63.04,4.26,0.007,38.37,68.58,3.75,0.719,64.2,0
86.24,9.51,0.031,35.82,71.85,4.64,0.863,96.49,1
86.82,6.82,0.054,30.84,67.88,3.91,0.726,94.95,0
81.09,6.43,-0.035,27.91,56.1,2.37,0.721,84.52,0
39.35,1.98,-0.009,40.59,58.0,1.67,0.496,39.92,0
82.17,17.5,0.203,30.41,71.79,6.01,0.765,69.95,1
138.36,23.59,0.286,24.81,82.31,7.6,0.92,125.78,1
71.15,5.33,0.06,34.02,64.61,3.79,0.712,81.1,0
59.43,4.86,-0.025,28.13,62.98,1.4,0.475,48.3,0
69.87,15.6,0.097,42.96,77.45,8.49,0.834,103.24,1
84.2,3.68,-0.014,35.3,71.24,3.93,0.808,81.34,0
77.06,9.33,0.086,32.12,71.36,11.03,0.723,81.42,1
79.65,5.71,0.05,36.28,94.7,3.39,0.832,78.2,0
110.04,15.62,0.133,24.17,74.68,5.52,0.86,126.15,1
89.91,5.93,-0.019,32.46,74.62,3.33,0.854,84.08,1
101.52,10.02,0.179,29.92,85.32,4.25,0.833,113.69,1
61.34,9.66,0.05,46.06,79.86,2.29,0.843,52.17,0
106.85,17.37,0.139,25.7,71.34,3.64,0.891,89.79,1
62.01,9.86,-0.014,47.33,75.42,2.51,0.885,66.89,1
75.91,6.2,0.052,31.78,72.8,3.11,0.696,78.36,1
83.79,8.55,0.058,35.36,75.08,4.7,0.894,74.91,1
65.4,9.25,0.095,41.82,81.84,3.13,0.88,78.96,1
93.96,7.12,0.052,29.83,85.22,7.77,0.825,96.77,1
108.25,9.61,0.042,25.51,89.92,3.71,0.882,126.81,1
97.27,9.97,0.135,25.36,93.76,2.8,0.77,97.13,1
56.94,2.17,-0.139,22.34,54.68,0.73,0.372,51.82,0
86.86,12.45,0.148,33.77,85.37,3.55,0.893,66.16,1
77.81,8.84,-0.014,43.43,68.47,4.49,0.93,77.89,0
126.44,22.04,0.158,23.86,81.69,4.64,0.869,160.67,1
155.92,13.77,0.2,19.82,82.24,4.37,0.923,138.93,1
46.77,2.74,-0.141,37.65,55.33,1.18,0.558,44.2,0
64.94,19.48,0.219,48.46,78.26,10.54,0.86,86.15,1
58.92,2.12,-0.047,29.65,55.7,1.53,0.516,53.71,0
70.84,3.74,0.043,33.3,74.48,1.89,0.745,72.3,1
68.2,6.76,0.046,39.49,77.89,5.29,0.828,51.73,0
54.41,2.67,-0.047,30.88,53.01,2.1,0.536,51.9,0
101.55,10.86,0.172,26.65,87.45,5.43,0.83,100.12,1
42.27,1.11,-0.13,34.15,53.06,1.3,0.415,40.47,0
55.33,7.65,-0.095,47.34,65.94,3.19,0.8,42.17,0
78.69,17.47,0.155,33.1,84.76,4.84,0.832,109.93,1
99.79,14.55,0.069,26.89,88.95,5.24,0.844,138.33,1
135.04,13.0,0.201,22.22,84.2,5.22,0.872,139.04,1
95.45,5.47,0.133,24.82,94.48,5.57,0.721,101.25,1
104.52,9.83,0.111,28.01,89.62,5.68,0.782,115.69,1
54.65,4.63,-0.008,41.61,66.53,3.12,0.645,38.61,0
46.06,4.08,-0.116,34.26,52.59,1.75,0.467,40.35,0
41.99,4.64,-0.076,45.64,63.89,0.95,0.513,34.79,0
81.59,9.14,-0.025,33.25,68.3,4.29,0.858,73.8,0
76.5,7.81,0.139,37.58,96.52,2.85,0.885,86.59,1
86.89,7.71,0.003,35.26,67.22,4.24,0.941,65.18,0
109.09,9.87,0.176,25.27,94.29,5.01,0.751,119.34,1
87.74,8.09,0.049,38.74,68.88,2.11,0.958,93.76,1
42.99,1.17,-0.026,26.64,51.81,1.24,0.363,41.14,0
86.54,6.11,0.058,26.86,74.84,2.67,0.75,89.9,0
79.13,8.47,0.09,30.61,79.33,11.17,0.775,69.21,1
81.1,10.06,0.038,36.48,90.24,4.11,0.838,70.29,1
118.13,18.81,0.167,23.94,67.49,3.09,0.884,92.9,1
41.19,2.94,-0.132,43.21,56.06,1.79,0.554,44.85,0
144.0,19.71,0.271,24.24,90.13,11.3,0.972,114.97,1
52.21,5.8,0.026,42.79,71.64,2.04,0.719,62.27,0
54.13,1.04,-0.045,22.76,61.17,1.94,0.355,54.22,0
152.78,25.01,0.159,21.69,83.82,9.29,0.972,136.55,1
61.99,6.32,-0.026,38.97,67.43,1.44,0.666,65.9,0
88.61,7.06,0.085,27.47,91.87,4.84,0.726,98.2,1
73.04,6.34,-0.077,38.64,63.89,2.23,0.757,68.26,0
72.7,9.96,0.144,40.17,76.68,5.1,0.805,84.4,1
128.47,17.3,0.23,24.75,82.04,5.17,0.866,148.16,1
81.74,4.87,-0.082,36.47,61.89,2.25,0.803,78.94,0
69.0,5.01,0.09,39.11,86.33,3.41,0.814,72.92,1
60.52,7.29,0.016,44.0,72.21,2.42,0.782,64.12,0
93.06,16.95,0.217,31.13,72.6,4.09,0.838,124.52,1
61.84,4.32,-0.081,36.35,70.67,1.5,0.608,63.76,0
82.92,6.96,0.057,30.37,74.72,1.98,0.675,77.78,0
67.5,3.28,0.041,36.35,58.95,3.51,0.773,69.72,0
61.61,3.38,0.072,41.55,63.96,2.61,0.723,61.43,0
153.08,20.74,0.233,20.0,72.68,5.34,0.873,176.32,1
51.46,7.94,0.078,41.39,63.02,1.77,0.635,45.43,0
71.31,7.11,-0.094,39.03,73.81,2.8,0.817,66.4,0
89.51,6.98,-0.007,34.61,69.97,4.45,0.885,89.68,0
65.52,4.57,0.058,35.65,69.32,2.93,0.75,66.1,0
106.87,10.25,0.16,23.14,93.59,3.36,0.719,101.9,1
143.18,24.97,0.21,20.73,84.66,8.35,0.931,113.28,1
70.73,7.18,-0.009,45.75,65.24,5.41,0.902,72.04,0
135.19,23.97,0.257,21.32,67.32,4.01,0.898,149.25,1
112.5,12.9,0.211,25.81,78.24,6.06,0.805,141.69,1
81.98,4.38,-0.031,26.31,69.96,1.96,0.646,78.35,0
78.12,11.51,0.176,30.18,95.36,2.93,0.713,96.65,1
76.67,8.31,0.089,40.36,77.66,3.13,0.834,88.0,1
72.41,14.58,0.021,38.92,92.82,5.49,0.747,53.66,1
118.66,15.99,0.261,25.6,79.67,4.69,0.854,167.65,1
86.67,7.79,0.05,37.65,77.14,4.72,0.9,91.84,1
152.68,16.11,0.234,20.84,72.35,6.11,0.973,153.28,1
104.36,10.99,0.1,22.8,73.93,9.56,0.736,89.51,1
97.4,6.08,0.031,31.22,81.37,3.48,0.877,93.31,0
71.63,12.55,0.174,41.94,75.86,5.96,0.799,82.9,1
74.07,5.24,-0.096,32.69,62.17,2.54,0.668,75.61,0
143.05,19.85,0.173,22.33,92.39,7.37,0.974,156.95,1
71.87,14.69,0.072,42.03,87.09,4.16,0.799,55.53,1
44.28,1.68,-0.032,30.99,57.87,1.86,0.445,41.66,0
75.76,5.66,-0.085,27.95,63.82,2.17,0.627,67.15,0
103.12,16.18,0.08,27.6,72.68,5.23,0.813,112.47,1
39.69,1.54,-0.034,42.76,55.83,1.55,0.521,36.77,0
53.16,3.22,-0.034,31.31,57.28,1.21,0.498,48.02,0
95.5,7.46,0.029,30.82,76.41,4.4,0.827,93.66,1
64.85,7.13,0.077,32.68,66.09,1.22,0.691,61.65,0
62.98,8.32,-0.023,54.21,72.34,4.97,0.926,63.69,0
81.54,6.31,-0.066,27.25,74.25,3.36,0.684,88.01,0
61.24,4.27,-0.041,42.45,63.67,2.22,0.804,65.67,0
108.13,9.99,0.095,26.55,82.53,3.55,0.806,91.47,1
98.67,7.41,-0.021,29.4,73.33,2.53,0.88,83.57,0
64.16,4.38,0.01,36.19,66.03,1.47,0.727,62.36,0
54.43,3.32,-0.056,37.85,69.5,3.15,0.643,52.41,0
86.0,10.94,0.085,30.57,83.27,5.66,0.847,84.87,1
49.99,2.94,0.001,31.56,60.78,0.67,0.441,49.61,0
58.7,3.81,0.005,27.49,58.31,1.58,0.474,57.24,0
49.46,1.16,-0.143,29.32,54.51,1.43,0.404,46.95,0
74.98,13.7,0.157,37.51,73.88,10.05,0.796,58.24,1
111.26,15.24,0.172,24.9,71.91,9.98,0.842,113.23,1
91.93,10.38,0.161,24.1,83.47,7.32,0.687,111.55,1
65.04,8.13,0.082,37.83,85.68,5.63,0.747,57.58,0
101.41,11.78,0.141,27.14,96.07,3.81,0.788,115.39,1
85.6,9.71,-0.03,30.14,72.85,5.21,0.839,73.85,0
85.25,8.25,0.22,32.05,76.12,3.73,0.752,79.86,1
53.66,3.89,-0.033,34.81,55.09,2.24,0.585,51.95,0
84.21,12.58,0.235,31.46,79.43,6.84,0.804,88.56,1
69.31,14.69,0.098,41.48,72.42,7.26,0.81,76.05,1
93.75,6.33,0.096,32.67,81.74,4.96,0.832,109.43,1
83.7,7.31,0.047,31.81,64.22,3.83,0.798,92.83,1
82.84,6.69,-0.094,33.73,55.47,2.69,0.763,89.12,0
111.48,16.41,0.182,23.08,76.64,5.56,0.781,135.36,1
88.31,12.05,0.099,31.46,83.48,5.76,0.823,87.26,1
147.42,20.67,0.244,21.22,83.71,6.32,0.855,187.75,1
73.01,5.52,0.041,35.47,56.54,2.08,0.738,72.78,0
109.71,19.13,0.193,22.49,78.52,8.67,0.731,121.78,1
90.59,11.24,0.155,27.55,80.88,4.17,0.805,79.42,1
142.54,15.0,0.216,19.67,69.94,3.62,0.858,145.81,1
80.81,7.78,-0.0,35.09,81.83,2.74,0.894,61.48,0
93.7,6.46,0.077,32.84,65.37,3.31,0.879,81.74,0
119.92,13.44,0.198,27.31,68.0,5.71,0.873,87.65,1
98.79,8.4,0.078,25.17,92.08,2.84,0.761,133.16,1
157.33,26.16,0.174,21.0,96.57,10.99,0.905,155.65,1
40.22,1.23,-0.075,44.62,52.04,2.32,0.568,37.14,0
38.78,4.49,-0.097,31.51,50.5,1.4,0.398,31.12,0
116.05,12.05,0.104,30.31,73.98,5.92,0.98,89.22,1
81.94,5.99,-0.022,35.32,65.65,5.13,0.914,83.56,0
100.76,15.54,0.092,27.89,74.06,7.49,0.904,87.98,1
76.11,6.66,0.011,37.62,78.04,4.87,0.867,80.33,0
47.07,2.69,-0.061,28.7,61.7,2.11,0.388,46.44,0
88.13,13.95,0.129,27.23,83.18,11.46,0.776,102.6,1
75.36,7.1,0.153,38.23,90.4,4.14,0.784,96.23,1
50.78,6.26,-0.057,48.81,70.03,1.51,0.791,49.62,0
61.72,3.63,0.033,45.89,68.11,1.9,0.817,62.42,0
84.93,12.39,0.136,30.63,76.19,7.07,0.761,84.81,1
55.53,1.42,-0.032,26.63,54.48,2.48,0.417,56.11,0
126.12,20.78,0.182,27.89,76.42,6.08,0.958,168.26,1
82.84,5.01,-0.034,30.06,57.86,1.98,0.791,82.88,0
115.04,9.29,0.215,25.28,78.51,6.55,0.814,114.19,1
116.84,13.5,0.266,26.89,69.37,4.75,0.86,143.91,1
96.14,13.02,0.057,22.61,84.04,3.08,0.704,127.53,1
89.9,9.31,0.057,34.37,75.31,3.82,0.846,118.26,0
101.35,6.23,0.045,25.09,93.95,2.73,0.769,122.91,1
62.74,5.43,-0.017,38.5,67.51,3.73,0.757,49.57,0
54.5,3.82,-0.039,49.57,58.0,1.94,0.762,47.56,0
156.85,16.46,0.292,17.59,81.17,8.46,0.896,164.14,1
109.11,12.23,0.101,25.64,71.11,8.87,0.863,104.7,1
89.09,12.11,0.173,33.47,84.8,3.6,0.827,91.17,1
58.07,7.73,0.03,45.26,74.04,3.22,0.702,53.0,0
52.61,1.31,-0.057,36.11,51.64,2.11,0.595,50.16,0
43.51,4.1,-0.171,31.99,58.71,2.4,0.43,39.62,0
78.66,10.04,0.12,35.53,84.98,5.59,0.859,73.0,1
61.65,14.87,0.086,40.71,74.16,11.09,0.76,71.99,1
77.96,5.41,-0.037,41.43,79.77,3.23,0.892,75.49,0
109.19,11.86,0.153,24.59,76.48,8.33,0.86,97.9,1
43.73,3.98,-0.011,43.53,48.12,0.82,0.531,44.21,0
59.04,3.54,0.058,33.67,58.02,2.87,0.622,61.62,0
